name,lang,id,n,size(B),cpu(s),mem(KB),status,load,elapsed(s),busy(s),started(s)
regexredux,rust,1,5000000,811,1.580,153768,0,6% 6% 100% 8%,1.350,1.639,0.000
regexredux,rust,1,5000000,811,1.586,153776,0,5% 100% 8% 5%,1.359,1.630,0.000
regexredux,rust,1,5000000,811,1.584,153748,0,5% 6% 22% 82%,1.372,1.605,0.000
regexredux,rust,2,50000,707,0.027,19076,0,0% 0% 10% 9%,0.111,0.021,0.000
regexredux,rust,2,500000,707,0.188,23424,0,30% 4% 9% 50%,0.220,0.207,0.000
regexredux,rust,2,5000000,707,1.683,153696,0,7% 74% 4% 4%,1.875,1.725,0.000
regexredux,rust,2,5000000,707,1.613,153716,0,26% 81% 6% 5%,1.384,1.663,0.000
regexredux,rust,2,5000000,707,1.612,153780,0,8% 6% 100% 5%,1.384,1.665,0.000
regexredux,rust,2,5000000,707,1.604,153772,0,6% 100% 8% 7%,1.352,1.652,0.000
regexredux,rust,2,5000000,707,1.613,153716,0,5% 81% 26% 6%,1.379,1.661,0.000
regexredux,rust,2,5000000,707,1.615,153712,0,6% 25% 81% 5%,1.384,1.652,0.000
regexredux,icx,3,50000,1273,0.101,20068,0,20% 18% 7% 18%,0.156,0.101,0.000
regexredux,icx,3,500000,1273,0.750,20068,0,80% 72% 69% 74%,0.259,0.768,0.000
regexredux,icx,3,5000000,1273,4.489,106112,0,81% 37% 37% 38%,2.380,4.608,0.000
regexredux,icx,3,5000000,1273,4.440,106112,0,47% 48% 47% 100%,1.845,4.491,0.000
regexredux,icx,3,5000000,1273,4.398,106112,0,47% 47% 47% 100%,1.830,4.439,0.000
regexredux,icx,3,5000000,1273,4.408,106112,0,47% 47% 46% 100%,1.839,4.440,0.000
regexredux,icx,3,5000000,1273,4.419,106112,0,48% 47% 47% 100%,1.834,4.454,0.000
regexredux,icx,3,5000000,1273,4.402,106240,0,47% 47% 47% 100%,1.830,4.421,0.000
regexredux,perl,5,50000,626,0.000,0,-10,17% 14% 23% 11%,0.416,0.278,0.000
regexredux,perl,5,500000,626,0.000,0,-10,17% 14% 23% 11%,0.416,0.278,0.000
regexredux,perl,5,5000000,626,0.000,0,-10,17% 14% 23% 11%,0.416,0.278,0.000
regexredux,javaxint,3,50000,935,9.535,53272,0,51% 61% 37% 41%,4.995,9.600,0.000
regexredux,javaxint,3,500000,935,92.502,165268,0,75% 80% 53% 53%,35.257,92.654,0.000
regexredux,javaxint,3,5000000,935,921.336,557332,0,82% 59% 69% 53%,348.747,922.784,0.000
regexredux,clang,2,50000,1121,0.063,19908,0,0% 0% 0% 35%,0.161,0.057,0.000
regexredux,clang,2,500000,1121,0.355,19908,0,87% 0% 0% 2%,0.409,0.368,0.000
regexredux,clang,2,5000000,1121,3.303,103296,0,87% 0% 0% 0%,3.783,3.329,0.000
regexredux,clang,2,5000000,1121,3.219,103296,0,100% 0% 0% 0%,3.221,3.231,0.000
regexredux,clang,2,5000000,1121,3.228,103296,0,0% 100% 0% 0%,3.229,3.258,0.000
regexredux,clang,2,5000000,1121,3.226,103296,0,0% 0% 100% 0%,3.227,3.237,0.000
regexredux,clang,2,5000000,1121,3.222,103424,0,100% 0% 0% 0%,3.223,3.262,0.000
regexredux,clang,2,5000000,1121,3.274,103296,0,99% 5% 5% 8%,3.295,3.917,0.000
regexredux,rust,3,50000,726,0.030,19076,0,0% 20% 10% 11%,0.095,0.039,0.000
regexredux,rust,3,500000,726,0.196,28188,0,8% 52% 4% 30%,0.221,0.213,0.000
regexredux,rust,3,5000000,726,1.702,202904,0,59% 5% 5% 24%,1.855,1.750,0.000
regexredux,rust,3,5000000,726,1.620,202784,0,7% 99% 5% 7%,1.390,1.660,0.000
regexredux,rust,3,5000000,726,1.622,202780,0,72% 34% 7% 7%,1.362,1.661,0.000
regexredux,rust,3,5000000,726,1.620,202652,0,8% 25% 6% 80%,1.359,1.643,0.000
regexredux,rust,3,5000000,726,1.620,202776,0,80% 27% 5% 8%,1.358,1.645,0.000
regexredux,rust,3,5000000,726,1.619,202776,0,6% 80% 26% 6%,1.359,1.631,0.000
regexredux,julia,5,50000,766,1.091,249140,0,7% 4% 1% 6%,6.166,1.128,0.000
regexredux,julia,5,500000,766,0.746,272384,0,86% 0% 16% 28%,0.562,0.738,0.000
regexredux,julia,5,5000000,766,3.188,446372,0,3% 52% 5% 80%,2.265,3.220,0.000
regexredux,julia,5,5000000,766,3.105,446444,0,71% 91% 0% 12%,1.775,3.120,0.000
regexredux,julia,5,5000000,766,3.099,446632,0,4% 98% 72% 0%,1.770,3.111,0.000
regexredux,julia,5,5000000,766,3.125,446388,0,2% 13% 70% 90%,1.796,3.170,0.000
regexredux,julia,5,5000000,766,3.117,446440,0,74% 2% 3% 98%,1.785,3.204,0.000
regexredux,julia,5,5000000,766,3.119,446544,0,5% 67% 7% 100%,1.787,3.222,0.000
regexredux,csharpcore,1,50000,641,0.246,42616,0,0% 0% 3% 26%,0.829,0.252,0.000
regexredux,csharpcore,1,500000,641,0.673,98492,0,72% 4% 7% 19%,0.665,0.693,0.000
regexredux,csharpcore,1,5000000,641,5.052,847296,0,7% 1% 0% 91%,5.108,5.159,0.000
regexredux,csharpcore,1,5000000,641,4.844,847100,0,29% 72% 0% 5%,4.598,4.929,0.000
regexredux,csharpcore,1,5000000,641,4.848,847324,0,0% 74% 30% 0%,4.603,4.879,0.000
regexredux,csharpcore,1,5000000,641,4.853,847380,0,0% 7% 2% 97%,4.607,4.943,0.000
regexredux,csharpcore,1,5000000,641,4.913,847104,0,74% 30% 2% 0%,4.667,5.026,0.000
regexredux,csharpcore,1,5000000,641,4.844,847148,0,2% 62% 0% 41%,4.609,4.941,0.000
regexredux,dartexe,3,50000,1061,0.230,21248,0,13% 25% 10% 60%,0.221,0.242,0.000
regexredux,dartexe,3,500000,1061,1.931,123548,0,27% 23% 23% 91%,1.173,1.943,0.000
regexredux,dartexe,3,5000000,1061,19.508,556056,0,29% 22% 23% 91%,11.782,19.569,0.000
regexredux,dartexe,3,5000000,1061,19.290,572292,0,98% 30% 24% 24%,10.911,19.367,0.000
regexredux,dartexe,3,5000000,1061,19.196,556020,0,39% 86% 24% 24%,11.036,19.269,0.000
regexredux,dartexe,3,5000000,1061,19.318,561708,0,24% 23% 98% 29%,10.931,19.337,0.000
regexredux,dartexe,3,5000000,1061,19.212,556788,0,24% 37% 23% 88%,11.035,19.235,0.000
regexredux,dartexe,3,5000000,1061,19.279,556980,0,24% 99% 24% 29%,10.889,19.361,0.000
regexredux,openj9,3,50000,935,0.907,65764,0,11% 6% 18% 16%,1.855,1.002,0.000
regexredux,openj9,3,500000,935,2.862,192404,0,40% 81% 42% 65%,1.262,2.905,0.000
regexredux,openj9,3,5000000,935,25.679,446348,0,91% 62% 63% 61%,9.354,25.967,0.000
regexredux,openj9,3,5000000,935,25.858,435908,0,80% 66% 79% 61%,9.008,25.934,0.000
regexredux,openj9,3,5000000,935,26.184,471060,0,79% 63% 80% 64%,9.150,26.308,0.000
regexredux,openj9,3,5000000,935,26.034,484568,0,66% 61% 80% 80%,9.015,26.082,0.000
regexredux,openj9,3,5000000,935,26.015,476552,0,82% 62% 66% 78%,9.040,26.253,0.000
regexredux,openj9,3,5000000,935,25.699,484376,0,60% 64% 78% 83%,8.971,25.773,0.000
regexredux,lua,1,50000,488,0.000,0,-2,0% 4% 0% 0%,0.213,0.010,0.000
regexredux,lua,1,500000,488,0.000,0,-2,0% 4% 0% 0%,0.213,0.010,0.000
regexredux,lua,1,5000000,488,0.000,0,-2,0% 4% 0% 0%,0.213,0.010,0.000
regexredux,ruby,3,50000,730,0.249,25984,0,5% 18% 18% 4%,0.928,0.437,0.000
regexredux,ruby,3,500000,730,0.804,42500,0,85% 43% 32% 28%,1.344,2.552,0.000
regexredux,ruby,3,5000000,730,7.232,216320,0,93% 32% 36% 39%,12.118,24.309,0.000
regexredux,ruby,3,5000000,730,7.813,216448,0,42% 84% 34% 38%,12.503,24.893,0.000
regexredux,ruby,3,5000000,730,7.196,216320,0,42% 40% 87% 33%,11.900,24.252,0.000
regexredux,ruby,3,5000000,730,7.266,216448,0,84% 48% 35% 34%,12.044,24.376,0.000
regexredux,ruby,3,5000000,730,7.197,216576,0,49% 32% 86% 34%,12.027,24.379,0.000
regexredux,ruby,3,5000000,730,7.861,216448,0,37% 33% 94% 34%,12.417,24.872,0.000
regexredux,csharpaot,8,50000,1881,0.064,19696,0,2% 5% 2% 5%,0.402,0.061,0.000
regexredux,csharpaot,8,500000,1881,0.293,41772,0,76% 30% 13% 33%,0.206,0.316,0.000
regexredux,csharpaot,8,5000000,1881,2.688,365296,0,62% 14% 33% 27%,1.982,2.729,0.000
regexredux,csharpaot,8,5000000,1881,2.595,365468,0,32% 20% 87% 48%,1.384,2.620,0.000
regexredux,csharpaot,8,5000000,1881,2.583,365424,0,97% 40% 31% 21%,1.371,2.612,0.000
regexredux,csharpaot,8,5000000,1881,2.585,365296,0,90% 29% 41% 28%,1.375,2.621,0.000
regexredux,csharpaot,8,5000000,1881,2.587,365424,0,90% 30% 28% 40%,1.374,2.615,0.000
regexredux,csharpaot,8,5000000,1881,2.587,365444,0,90% 29% 39% 31%,1.376,2.631,0.000
regexredux,graalvm,3,50000,935,3.117,119804,0,24% 24% 23% 31%,3.043,3.177,0.000
regexredux,graalvm,3,500000,935,3.731,236136,0,82% 90% 76% 70%,1.171,3.751,0.000
regexredux,graalvm,3,5000000,935,18.129,649972,0,72% 84% 74% 76%,5.933,18.274,0.000
regexredux,graalvm,3,5000000,935,16.558,661988,0,78% 81% 87% 82%,5.062,16.638,0.000
regexredux,graalvm,3,5000000,935,16.991,630864,0,80% 79% 82% 89%,5.182,17.159,0.000
regexredux,graalvm,3,5000000,935,17.393,680056,0,84% 82% 78% 83%,5.359,17.600,0.000
regexredux,graalvm,3,5000000,935,17.226,621408,0,85% 88% 76% 77%,5.258,17.266,0.000
regexredux,graalvm,3,5000000,935,17.218,631016,0,77% 83% 83% 82%,5.311,17.347,0.000
regexredux,openj9,6,50000,746,0.893,67848,0,26% 9% 4% 9%,1.891,0.936,0.000
regexredux,openj9,6,500000,746,2.802,173732,0,41% 76% 59% 50%,1.244,2.842,0.000
regexredux,openj9,6,5000000,746,25.844,482000,0,59% 61% 76% 74%,9.570,25.963,0.000
regexredux,openj9,6,5000000,746,25.606,479992,0,61% 98% 67% 62%,8.896,25.870,0.000
regexredux,openj9,6,5000000,746,25.827,480068,0,99% 63% 60% 60%,9.137,25.904,0.000
regexredux,openj9,6,5000000,746,26.439,469432,0,81% 77% 58% 60%,9.590,26.631,0.000
regexredux,openj9,6,5000000,746,25.838,481100,0,63% 60% 64% 98%,9.018,25.910,0.000
regexredux,openj9,6,5000000,746,25.635,483136,0,67% 87% 73% 62%,8.896,25.835,0.000
regexredux,go,4,50000,832,0.417,19808,0,44% 39% 36% 27%,0.292,0.433,0.000
regexredux,go,4,500000,832,3.770,38360,0,61% 68% 51% 44%,1.688,3.797,0.000
regexredux,go,4,5000000,832,36.280,335696,0,57% 54% 52% 74%,15.247,36.440,0.000
regexredux,go,4,5000000,832,35.940,338108,0,53% 65% 51% 70%,15.056,36.179,0.000
regexredux,go,4,5000000,832,36.085,347932,0,53% 66% 56% 65%,14.988,36.301,0.000
regexredux,go,4,5000000,832,35.909,309348,0,78% 57% 54% 55%,14.724,36.088,0.000
regexredux,go,4,5000000,832,36.007,303732,0,53% 72% 64% 52%,14.920,36.226,0.000
regexredux,go,4,5000000,832,36.174,339392,0,52% 76% 56% 53%,15.252,36.421,0.000
regexredux,perl,4,50000,823,0.350,19688,0,22% 22% 11% 27%,0.441,0.371,0.000
regexredux,perl,4,500000,823,3.127,21476,0,84% 88% 65% 45%,1.115,3.160,0.000
regexredux,perl,4,5000000,823,30.760,157316,0,87% 59% 51% 86%,10.885,30.958,0.000
regexredux,perl,4,5000000,823,30.669,157316,0,92% 48% 96% 62%,10.279,30.766,0.000
regexredux,perl,4,5000000,823,30.522,157320,0,62% 92% 48% 95%,10.209,30.586,0.000
regexredux,perl,4,5000000,823,33.868,157444,0,41% 96% 54% 93%,11.889,34.003,0.000
regexredux,perl,4,5000000,823,30.607,157316,0,50% 62% 92% 94%,10.311,30.829,0.000
regexredux,perl,4,5000000,823,33.323,157444,0,54% 96% 92% 42%,11.660,33.382,0.000
regexredux,dartexe,4,50000,513,0.176,19668,0,84% 0% 5% 0%,0.200,0.179,0.000
regexredux,dartexe,4,500000,513,1.641,89424,0,0% 96% 0% 1%,1.692,1.662,0.000
regexredux,dartexe,4,5000000,513,16.417,470584,0,0% 96% 1% 0%,16.743,16.542,0.000
regexredux,dartexe,4,5000000,513,16.351,470472,0,0% 98% 0% 0%,16.298,16.396,0.000
regexredux,dartexe,4,5000000,513,16.390,471200,0,46% 52% 1% 0%,16.331,16.478,0.000
regexredux,dartexe,4,5000000,513,16.392,471832,0,9% 89% 0% 0%,16.327,16.425,0.000
regexredux,dartexe,4,5000000,513,16.373,471236,0,1% 0% 0% 99%,16.288,16.402,0.000
regexredux,dartexe,4,5000000,513,16.403,471356,0,60% 38% 0% 0%,16.334,16.481,0.000
regexredux,graalvm,8,50000,2201,0.972,84992,0,6% 9% 13% 7%,3.164,1.152,0.000
regexredux,graalvm,8,500000,2201,0.983,142396,0,19% 45% 15% 20%,1.015,1.027,0.000
regexredux,graalvm,8,5000000,2201,3.639,432636,0,29% 34% 64% 42%,2.208,3.773,0.000
regexredux,graalvm,8,5000000,2201,3.514,434832,0,57% 43% 79% 33%,1.669,3.548,0.000
regexredux,graalvm,8,5000000,2201,3.504,434568,0,42% 95% 36% 35%,1.684,3.555,0.000
regexredux,graalvm,8,5000000,2201,3.499,433388,0,37% 79% 45% 54%,1.685,3.669,0.000
regexredux,graalvm,8,5000000,2201,3.528,434920,0,38% 80% 41% 54%,1.668,3.582,0.000
regexredux,graalvm,8,5000000,2201,3.524,433608,0,48% 78% 44% 40%,1.678,3.556,0.000
regexredux,perl,3,50000,857,0.367,19688,0,6% 12% 11% 13%,0.964,0.421,0.000
regexredux,perl,3,500000,857,3.338,47944,0,83% 87% 55% 40%,1.276,3.405,0.000
regexredux,perl,3,5000000,857,30.977,410104,0,60% 46% 91% 88%,10.891,31.203,0.000
regexredux,perl,3,5000000,857,33.148,410232,0,48% 55% 96% 86%,11.614,33.332,0.000
regexredux,perl,3,5000000,857,33.079,410232,0,53% 96% 92% 46%,11.548,33.317,0.000
regexredux,perl,3,5000000,857,30.788,410236,0,63% 96% 91% 48%,10.368,31.001,0.000
regexredux,perl,3,5000000,857,32.999,410104,0,44% 56% 96% 91%,11.517,33.181,0.000
regexredux,perl,3,5000000,857,30.807,410108,0,58% 52% 92% 95%,10.355,30.920,0.000
regexredux,gnat,6,50000,3787,0.000,0,-10,8% 11% 11% 8%,0.352,0.142,0.000
regexredux,gnat,6,500000,3787,0.000,0,-10,8% 11% 11% 8%,0.352,0.142,0.000
regexredux,gnat,6,5000000,3787,0.000,0,-10,8% 11% 11% 8%,0.352,0.142,0.000
regexredux,perl,2,50000,717,0.326,19688,0,0% 0% 33% 23%,0.572,0.323,0.000
regexredux,perl,2,500000,717,3.211,25684,0,71% 0% 97% 1%,1.909,3.249,0.000
regexredux,perl,2,5000000,717,32.944,205384,0,72% 0% 0% 97%,19.334,33.041,0.000
regexredux,perl,2,5000000,717,29.437,205312,0,86% 0% 85% 0%,17.063,29.673,0.000
regexredux,perl,2,5000000,717,31.744,205432,0,100% 33% 40% 0%,18.313,31.864,0.000
regexredux,perl,2,5000000,717,30.078,205312,0,100% 73% 1% 0%,17.364,30.335,0.000
regexredux,perl,2,5000000,717,29.683,205440,0,0% 100% 72% 0%,17.181,29.826,0.000
regexredux,perl,2,5000000,717,29.498,205440,0,1% 100% 34% 39%,17.094,29.794,0.000
regexredux,csharpaot,5,50000,679,0.166,19700,0,10% 5% 13% 15%,0.377,0.170,0.000
regexredux,csharpaot,5,500000,679,1.379,84476,0,65% 76% 78% 78%,0.468,1.398,0.000
regexredux,csharpaot,5,5000000,679,14.631,830720,0,63% 83% 88% 75%,4.765,14.791,0.000
regexredux,csharpaot,5,5000000,679,13.258,829952,0,62% 83% 91% 98%,3.985,13.358,0.000
regexredux,csharpaot,5,5000000,679,13.260,830336,0,63% 98% 90% 83%,3.958,13.335,0.000
regexredux,csharpaot,5,5000000,679,13.305,830976,0,78% 88% 82% 86%,4.010,13.466,0.000
regexredux,csharpaot,5,5000000,679,13.302,831232,0,65% 90% 82% 98%,3.982,13.409,0.000
regexredux,csharpaot,5,5000000,679,13.244,830208,0,64% 98% 83% 90%,3.957,13.328,0.000
regexredux,graalvm,6,50000,746,3.264,119800,0,28% 28% 27% 31%,2.871,3.314,0.000
regexredux,graalvm,6,500000,746,3.588,216588,0,80% 92% 79% 62%,1.148,3.615,0.000
regexredux,graalvm,6,5000000,746,17.548,1293660,0,63% 63% 88% 72%,6.109,17.600,0.000
regexredux,graalvm,6,5000000,746,17.396,1293292,0,68% 69% 73% 98%,5.639,17.486,0.000
regexredux,graalvm,6,5000000,746,18.652,1292644,0,82% 88% 77% 66%,5.946,18.701,0.000
regexredux,graalvm,6,5000000,746,18.212,1293268,0,70% 68% 91% 84%,5.829,18.327,0.000
regexredux,graalvm,6,5000000,746,17.108,1292516,0,78% 85% 69% 79%,5.491,17.198,0.000
regexredux,graalvm,6,5000000,746,16.633,1294184,0,69% 93% 66% 80%,5.398,16.718,0.000
regexredux,ghc,3,50000,2219,0.047,21760,0,5% 4% 8% 0%,0.210,0.039,0.000
regexredux,ghc,3,500000,2219,0.293,110208,0,28% 76% 23% 22%,0.210,0.318,0.000
regexredux,ghc,3,5000000,2219,2.462,351744,0,28% 44% 31% 50%,1.615,2.503,0.000
regexredux,ghc,3,5000000,2219,2.366,414592,0,40% 72% 28% 48%,1.260,2.407,0.000
regexredux,ghc,3,5000000,2219,2.364,404864,0,34% 58% 36% 82%,1.138,2.412,0.000
regexredux,ghc,3,5000000,2219,2.358,401792,0,37% 36% 80% 56%,1.134,2.385,0.000
regexredux,ghc,3,5000000,2219,2.320,351488,0,53% 39% 75% 44%,1.103,2.341,0.000
regexredux,ghc,3,5000000,2219,2.323,400384,0,82% 25% 32% 40%,1.301,2.343,0.000
regexredux,icx,5,50000,1403,0.057,19972,0,9% 16% 9% 16%,0.114,0.059,0.000
regexredux,icx,5,500000,1403,0.376,19972,0,58% 68% 64% 60%,0.155,0.392,0.000
regexredux,icx,5,5000000,1403,2.960,154780,0,51% 51% 53% 64%,1.357,2.983,0.000
regexredux,icx,5,5000000,1403,2.900,154636,0,76% 75% 100% 71%,0.903,2.919,0.000
regexredux,icx,5,5000000,1403,2.912,154776,0,97% 76% 75% 73%,0.915,2.957,0.000
regexredux,icx,5,5000000,1403,2.928,154776,0,78% 96% 79% 76%,0.890,2.943,0.000
regexredux,icx,5,5000000,1403,2.886,154780,0,76% 78% 74% 98%,0.887,2.912,0.000
regexredux,icx,5,5000000,1403,2.877,154652,0,78% 73% 79% 96%,0.888,2.911,0.000
regexredux,fpascal,1,50000,1313,0.091,20072,0,0% 60% 0% 5%,0.158,0.104,0.000
regexredux,fpascal,1,500000,1313,0.542,20072,0,98% 0% 1% 1%,0.548,0.557,0.000
regexredux,fpascal,1,5000000,1313,5.546,103016,0,99% 0% 0% 1%,5.559,5.654,0.000
regexredux,fpascal,1,5000000,1313,5.523,102888,0,100% 0% 0% 0%,5.524,5.557,0.000
regexredux,fpascal,1,5000000,1313,5.535,102888,0,1% 0% 100% 0%,5.537,5.654,0.000
regexredux,fpascal,1,5000000,1313,5.535,102884,0,100% 0% 0% 1%,5.536,5.619,0.000
regexredux,fpascal,1,5000000,1313,5.532,102884,0,0% 0% 100% 0%,5.535,5.623,0.000
regexredux,fpascal,1,5000000,1313,5.536,102884,0,100% 0% 0% 1%,5.537,5.642,0.000
regexredux,fsharpcore,1,50000,657,0.429,49684,0,17% 3% 1% 2%,1.802,0.450,0.000
regexredux,fsharpcore,1,500000,657,0.000,0,-10,55% 41% 31% 21%,0.510,0.764,0.000
regexredux,fsharpcore,1,5000000,657,0.000,0,-10,55% 41% 31% 21%,0.510,0.764,0.000
regexredux,fsharpcore,1,50000,657,0.270,49732,0,8% 43% 58% 12%,0.236,0.290,0.000
regexredux,fsharpcore,1,50000,657,0.263,49788,0,36% 17% 69% 13%,0.230,0.316,0.000
regexredux,fsharpcore,1,50000,657,0.266,49728,0,13% 69% 26% 13%,0.230,0.280,0.000
regexredux,fsharpcore,1,50000,657,0.271,49904,0,8% 73% 21% 16%,0.233,0.282,0.000
regexredux,fsharpcore,1,50000,657,0.261,49880,0,63% 39% 8% 9%,0.224,0.270,0.000
regexredux,icx,4,50000,1237,0.067,20036,0,11% 5% 5% 10%,0.184,0.060,0.000
regexredux,icx,4,500000,1237,0.429,20036,0,64% 61% 66% 62%,0.169,0.430,0.000
regexredux,icx,4,5000000,1237,4.068,154480,0,64% 63% 59% 66%,1.626,4.110,0.000
regexredux,icx,4,5000000,1237,4.092,154628,0,97% 97% 98% 100%,1.045,4.100,0.000
regexredux,icx,4,5000000,1237,4.045,154484,0,100% 98% 98% 90%,1.053,4.075,0.000
regexredux,icx,4,5000000,1237,4.012,154488,0,97% 98% 100% 92%,1.045,4.047,0.000
regexredux,icx,4,5000000,1237,4.020,154504,0,100% 93% 99% 98%,1.039,4.056,0.000
regexredux,icx,4,5000000,1237,4.113,154500,0,92% 97% 98% 99%,1.068,4.131,0.000
regexredux,clang,4,50000,1237,0.061,20132,0,12% 18% 12% 13%,0.152,0.087,0.000
regexredux,clang,4,500000,1237,0.401,20132,0,62% 60% 62% 64%,0.163,0.406,0.000
regexredux,clang,4,5000000,1237,3.842,154116,0,66% 67% 69% 66%,1.435,3.879,0.000
regexredux,clang,4,5000000,1237,3.772,154228,0,97% 97% 97% 100%,0.967,3.808,0.000
regexredux,clang,4,5000000,1237,3.773,154116,0,96% 100% 99% 96%,0.966,3.793,0.000
regexredux,clang,4,5000000,1237,3.772,154224,0,99% 100% 97% 97%,0.967,3.818,0.000
regexredux,clang,4,5000000,1237,3.792,154120,0,97% 100% 97% 96%,0.972,3.816,0.000
regexredux,clang,4,5000000,1237,3.777,154248,0,96% 99% 97% 96%,0.967,3.778,0.000
regexredux,clang,3,50000,1273,0.090,20100,0,16% 16% 16% 23%,0.122,0.089,0.000
regexredux,clang,3,500000,1273,0.717,20100,0,68% 68% 68% 80%,0.254,0.721,0.000
regexredux,clang,3,5000000,1273,4.402,105600,0,38% 37% 37% 79%,2.302,4.432,0.000
regexredux,clang,3,5000000,1273,4.317,105600,0,49% 49% 49% 100%,1.745,4.337,0.000
regexredux,clang,3,5000000,1273,4.353,105728,0,50% 50% 49% 100%,1.753,4.383,0.000
regexredux,clang,3,5000000,1273,4.327,105600,0,49% 50% 50% 100%,1.746,4.360,0.000
regexredux,clang,3,5000000,1273,4.314,105728,0,50% 49% 49% 100%,1.745,4.356,0.000
regexredux,clang,3,5000000,1273,4.321,105728,0,49% 49% 49% 100%,1.744,4.339,0.000
regexredux,julia,3,50000,630,1.308,263752,0,3% 2% 0% 15%,6.369,1.388,0.000
regexredux,julia,3,500000,630,1.077,283904,0,35% 83% 5% 0%,0.868,1.078,0.000
regexredux,julia,3,5000000,630,3.878,485548,0,3% 4% 49% 84%,2.762,3.919,0.000
regexredux,julia,3,5000000,630,3.827,485580,0,66% 92% 4% 3%,2.305,3.854,0.000
regexredux,julia,3,5000000,630,3.794,485592,0,12% 63% 92% 0%,2.273,3.832,0.000
regexredux,julia,3,5000000,630,3.800,485632,0,98% 4% 6% 58%,2.279,3.819,0.000
regexredux,julia,3,5000000,630,3.813,485628,0,62% 4% 0% 100%,2.292,3.844,0.000
regexredux,julia,3,5000000,630,3.853,485636,0,0% 4% 63% 98%,2.332,3.895,0.000
regexredux,gpp,3,50000,859,0.219,19736,0,0% 0% 48% 29%,0.277,0.215,0.000
regexredux,gpp,3,500000,859,1.908,31100,0,50% 89% 0% 0%,1.370,1.916,0.000
regexredux,gpp,3,5000000,859,18.157,215340,0,91% 0% 5% 43%,13.024,18.299,0.000
regexredux,gpp,3,5000000,859,18.044,215340,0,99% 0% 44% 0%,12.463,18.184,0.000
regexredux,gpp,3,5000000,859,18.496,197216,0,46% 50% 0% 49%,12.663,18.653,0.000
regexredux,gpp,3,5000000,859,18.592,197212,0,51% 95% 0% 0%,12.702,18.710,0.000
regexredux,gpp,3,5000000,859,18.079,215472,0,0% 5% 95% 45%,12.458,18.163,0.000
regexredux,gpp,3,5000000,859,18.039,215472,0,1% 99% 44% 0%,12.461,18.218,0.000
regexredux,gnat,5,50000,3647,0.189,19976,0,16% 22% 12% 12%,0.313,0.202,0.000
regexredux,gnat,5,500000,3647,1.725,23360,0,63% 48% 71% 42%,0.771,1.737,0.000
regexredux,gnat,5,5000000,3647,17.031,155456,0,46% 91% 54% 51%,7.070,17.181,0.000
regexredux,gnat,5,5000000,3647,17.037,155328,0,49% 97% 54% 57%,6.647,17.175,0.000
regexredux,gnat,5,5000000,3647,17.000,155588,0,82% 66% 60% 53%,6.564,17.186,0.000
regexredux,gnat,5,5000000,3647,17.088,153664,0,72% 47% 52% 84%,6.673,17.169,0.000
regexredux,gnat,5,5000000,3647,17.030,154940,0,79% 58% 49% 70%,6.622,17.138,0.000
regexredux,gnat,5,5000000,3647,17.087,154048,0,80% 67% 53% 54%,6.694,17.185,0.000
regexredux,openj9,8,50000,2201,0.000,0,-2,5% 11% 1% 9%,1.998,0.526,0.000
regexredux,openj9,8,500000,2201,0.000,0,-2,5% 11% 1% 9%,1.998,0.526,0.000
regexredux,openj9,8,5000000,2201,0.000,0,-2,5% 11% 1% 9%,1.998,0.526,0.000
regexredux,swift,2,50000,678,0.489,24496,0,39% 0% 0% 0%,1.248,0.493,0.000
regexredux,swift,2,500000,678,4.196,87952,0,0% 0% 0% 98%,4.247,4.205,0.000
regexredux,swift,2,5000000,678,42.579,684644,0,0% 0% 0% 99%,42.952,42.737,0.000
regexredux,swift,2,5000000,678,42.573,684512,0,100% 0% 0% 0%,42.577,42.577,0.000
regexredux,swift,2,5000000,678,42.798,684516,0,0% 0% 100% 0%,42.802,42.973,0.000
regexredux,swift,2,5000000,678,42.433,684512,0,0% 0% 0% 100%,42.438,42.523,0.000
regexredux,swift,2,5000000,678,42.420,684516,0,100% 0% 0% 0%,42.424,42.467,0.000
regexredux,swift,2,5000000,678,42.504,684512,0,0% 0% 100% 0%,42.508,42.635,0.000
regexredux,java,8,50000,2201,0.927,63668,0,12% 13% 5% 16%,2.009,0.944,0.000
regexredux,java,8,500000,2201,0.917,91312,0,17% 14% 22% 37%,1.076,0.989,0.000
regexredux,java,8,5000000,2201,3.334,357584,0,38% 27% 27% 62%,2.161,3.376,0.000
regexredux,java,8,5000000,2201,3.197,357712,0,54% 74% 37% 34%,1.627,3.260,0.000
regexredux,java,8,5000000,2201,3.205,358688,0,35% 50% 73% 40%,1.635,3.253,0.000
regexredux,java,8,5000000,2201,3.197,358644,0,36% 50% 37% 74%,1.637,3.269,0.000
regexredux,java,8,5000000,2201,3.202,357616,0,51% 34% 34% 79%,1.621,3.232,0.000
regexredux,java,8,5000000,2201,3.208,372312,0,39% 52% 76% 33%,1.621,3.261,0.000
regexredux,php,1,50000,822,0.055,19656,0,2% 1% 1% 4%,0.696,0.071,0.000
regexredux,php,1,500000,822,0.217,33680,0,24% 60% 29% 21%,0.318,0.432,0.000
regexredux,php,1,5000000,822,1.863,194724,0,61% 39% 26% 26%,2.511,3.837,0.000
regexredux,php,1,5000000,822,1.762,194848,0,34% 40% 40% 82%,1.855,3.670,0.000
regexredux,php,1,5000000,822,1.756,194852,0,28% 48% 33% 86%,1.864,3.668,0.000
